text,newId,message_id,label,catCode,plaintext,lang,__index_level_0__,label_llama
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""An important piece on how inequities compound for women migrant workers in India by @just_anuja, a coverage part of @dw_akademie fellowship on migration and displacement reporting.""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [1]. <|eot_id|>",1.50E+18,1.50E+18,pro-immigration,1,"An important piece on how inequities compound for women migrant workers in India by @just_anuja, a coverage part of @dw_akademie fellowship on migration and displacement reporting.",en,346,pro-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@vipermama2 @jed_pennington @CarolineSmileey Have you took some economic migrants in then.👍""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.53E+18,1.53E+18,unrelated,4,@vipermama2 @jed_pennington @CarolineSmileey Have you took some economic migrants in then.👍,en,1431,anti-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@danielmgmoylan Have you checked the birthrate and current immigration figures for the UK. Have you checked the percentage of minimum wage workers. Give us the numbers.""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [3]. <|eot_id|>",1.55E+18,1.55E+18,neutral,3,@danielmgmoylan Have you checked the birthrate and current immigration figures for the UK. Have you checked the percentage of minimum wage workers. Give us the numbers.,en,1214,neutral
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""I just want the illegals to stop. Legitimate immigration means no drain on the taxpayer""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [2]. <|eot_id|>",1.58E+18,1.58E+18,anti-immigration,2,I just want the illegals to stop. Legitimate immigration means no drain on the taxpayer,en,781,anti-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""The rampant ‘tent homes’ of the at-risk LA population are (visually) not far off from the refugee settlements I studied in Athens, Greece. IMO the root cause in LA/SF is affordable housing. How can CA relax zoning laws to accommodate more development / less homelessness?""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.52E+18,1.52E+18,unrelated,4,"The rampant ‘tent homes’ of the at-risk LA population are (visually) not far off from the refugee settlements I studied in Athens, Greece. IMO the root cause in LA/SF is affordable housing. How can CA relax zoning laws to accommodate more development / less homelessness?",en,1036,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@Balden14153954 @MahyarTousi I suspect BJ has increased immigration and migration as much if not more than Labour. I will not vote for him again and hope he is forced to resign.He has shown nothing but contempt for the people. He is a coward and a fool""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [2]. <|eot_id|>",1.53E+18,1.53E+18,anti-immigration,2,@Balden14153954 @MahyarTousi I suspect BJ has increased immigration and migration as much if not more than Labour. I will not vote for him again and hope he is forced to resign.He has shown nothing but contempt for the people. He is a coward and a fool,en,1328,anti-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""To the former child migrants, who came t  https://t.co/MRIyQODRmQ""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [3]. <|eot_id|>",1.59E+18,1.59E+18,neutral,3,"To the former child migrants, who came t  https://t.co/MRIyQODRmQ",en,1242,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@RetroBlastUS @The_Top_Loader @ColonelFalcon @LoveRetroBTW @AliceAutomata @BenMagnet27 @TheRetroAsylum @arcadeattackUK Howdee ma friends. Thanks so much for the kind words and SO. Right back at ya too, always a delight catching your casts and chat guys 🏴󠁧󠁢󠁳󠁣󠁴󠁿😃👍🍻""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.48E+18,1.48E+18,unrelated,4,"@RetroBlastUS @The_Top_Loader @ColonelFalcon @LoveRetroBTW @AliceAutomata @BenMagnet27 @TheRetroAsylum @arcadeattackUK Howdee ma friends. Thanks so much for the kind words and SO. Right back at ya too, always a delight catching your casts and chat guys 🏴󠁧󠁢󠁳󠁣󠁴󠁿😃👍🍻",en,787,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""I promise you that I will love you every day of my life... you are the love of my life, I love you too much my love, never forget my life 이민호...사랑해❤❤ @ActorLeeMinHo https://t.co/0MzwMmJruu""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.50E+18,1.50E+18,unrelated,4,"I promise you that I will love you every day of my life... you are the love of my life, I love you too much my love, never forget my life 이민호...사랑해❤❤ @ActorLeeMinHo https://t.co/0MzwMmJruu",en,1003,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@TonySept38 @SuellaBraverman There is no such thing as illegal immigration.""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [1]. <|eot_id|>",1.59E+18,1.59E+18,pro-immigration,1,@TonySept38 @SuellaBraverman There is no such thing as illegal immigration.,en,927,pro-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@8CCCradio 2/3 @cawls_nt offers free + confidential advice on temporary or permanent visas. If you’re a woman in the #NorthernTerritory seeking migration advice, contacts our office via 8952 4055 - or visit Meaghan each Wednesday at the MCSCA #AliceSprings Centre from 9:30am 👋""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [3]. <|eot_id|>",1.55E+18,1.55E+18,neutral,3,"@8CCCradio 2/3 @cawls_nt offers free + confidential advice on temporary or permanent visas. If you’re a woman in the #NorthernTerritory seeking migration advice, contacts our office via 8952 4055 - or visit Meaghan each Wednesday at the MCSCA #AliceSprings Centre from 9:30am 👋",en,684,neutral
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""The knowledge-giver of Quran Sharif has asked to take the refuge of Bakhabar or Illamwala and seek the information about the Supreme God and how He can be attained. - Baakhabar @SaintRampalJiM #HiddenSecrets_Of_TheQuran https://t.co/vWxZ0o2Kfu""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.51E+18,1.51E+18,unrelated,4,The knowledge-giver of Quran Sharif has asked to take the refuge of Bakhabar or Illamwala and seek the information about the Supreme God and how He can be attained. - Baakhabar @SaintRampalJiM #HiddenSecrets_Of_TheQuran https://t.co/vWxZ0o2Kfu,en,1472,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Ready for our sale to help aid Ukrainian Refugees….💙💛 @ Mabel D. Orr https://t.co/UFAQ1kpFZt""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [1]. <|eot_id|>",1.52E+18,1.52E+18,pro-immigration,1,Ready for our sale to help aid Ukrainian Refugees….💙💛 @ Mabel D. Orr https://t.co/UFAQ1kpFZt,en,294,pro-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@MrMnd73 @RobertN51219021 @LiamTheBrewer @Rudders60 @PlasFron @EmmaKennedy @JohnHoward46 I understand the difference between a hard working and caring British person who tries hard to help people deal with their problems and works their best to make it better. Then there are freeloaders who put little flags in their bios and moan about ""Economic migrants"" like you.""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [1]. <|eot_id|>",1.50E+18,1.50E+18,pro-immigration,1,"@MrMnd73 @RobertN51219021 @LiamTheBrewer @Rudders60 @PlasFron @EmmaKennedy @JohnHoward46 I understand the difference between a hard working and caring British person who tries hard to help people deal with their problems and works their best to make it better. Then there are freeloaders who put little flags in their bios and moan about ""Economic migrants"" like you.",en,489,pro-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@ScotNational He is an economic migrant true or false.""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [3]. <|eot_id|>",1.53E+18,1.53E+18,neutral,3,@ScotNational He is an economic migrant true or false.,en,584,neutral
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@TimesLIVE Cele is a celebrity not a leader. The madala likes cameras like a debutant on a tv show. South Africa needs Tactical Response Team (AmaBerete). The police have been demilitarized hence foreigners have no respect for the rule of law.""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [2]. <|eot_id|>",1.52E+18,1.52E+18,anti-immigration,2,@TimesLIVE Cele is a celebrity not a leader. The madala likes cameras like a debutant on a tv show. South Africa needs Tactical Response Team (AmaBerete). The police have been demilitarized hence foreigners have no respect for the rule of law.,en,1259,anti-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""PoJK & PoTL have abundance of natural resources and also the migrants who are shifted from PoJK to  India still in hope to get their homeland back. #ಸ್ವಾತಂತ್ರ್ಯ75""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [3]. <|eot_id|>",1.56E+18,1.56E+18,neutral,3,PoJK & PoTL have abundance of natural resources and also the migrants who are shifted from PoJK to  India still in hope to get their homeland back. #ಸ್ವಾತಂತ್ರ್ಯ75,en,693,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Horrible! #Labor #Newsnight #migrants""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.55E+18,1.55E+18,unrelated,4,Horrible! #Labor #Newsnight #migrants,en,853,anti-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Father of six, grandfather of god knows how many, says we need to stop the immigrant population growing…""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [2]. <|eot_id|>",1.59E+18,1.59E+18,anti-immigration,2,"Father of six, grandfather of god knows how many, says we need to stop the immigrant population growing…",en,1047,anti-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@BrexitHome The torys plan/manifesto was to cut immigration not let thousands more in#votegone""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [2]. <|eot_id|>",1.48E+18,1.48E+18,anti-immigration,2,@BrexitHome The torys plan/manifesto was to cut immigration not let thousands more in#votegone,en,77,anti-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""True refuge is that which allo. https://t.co/VWyoqe7AdV""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.55E+18,1.55E+18,unrelated,4,True refuge is that which allo. https://t.co/VWyoqe7AdV,en,836,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@ThePollLady @ANI Such na-mard in the backyard would only know to play with their hands !! Time to get him 3 degree treatment in mental asylum !!""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.57E+18,1.57E+18,unrelated,4,@ThePollLady @ANI Such na-mard in the backyard would only know to play with their hands !! Time to get him 3 degree treatment in mental asylum !!,en,510,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@haulyuhass__ I was definitely there for the Great Summer Blackout - that was literally the year I migrated and CHILE. Lemme tell you- https://t.co/ldzxNHwv9w""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [3]. <|eot_id|>",1.55E+18,1.55E+18,neutral,3,@haulyuhass__ I was definitely there for the Great Summer Blackout - that was literally the year I migrated and CHILE. Lemme tell you- https://t.co/ldzxNHwv9w,en,191,neutral
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Since everyone is actually busy (with their partner and resting too well 🥴), I decided to take a walk and that walk went to 2 diff. malls, got a talk to a foreigner asking for direction and finally to my best friend's house.  Wla lg. SKL.""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.53E+18,1.53E+18,unrelated,4,"Since everyone is actually busy (with their partner and resting too well 🥴), I decided to take a walk and that walk went to 2 diff. malls, got a talk to a foreigner asking for direction and finally to my best friend's house.  Wla lg. SKL.",en,719,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Highlights here:  ✓BBB...sorry I don't know anything. ✓end of mandatory use of masks in closed places 😁 ✓ Brazil opens doors to war refugees.🌻""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [1]. <|eot_id|>",1.50E+18,1.50E+18,pro-immigration,1,Highlights here:  ✓BBB...sorry I don't know anything. ✓end of mandatory use of masks in closed places 😁 ✓ Brazil opens doors to war refugees.🌻,en,525,pro-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Check out Myra's poem!  She is amazing and powerful with her words; I’m so thankful that she taught me poetry.  🤩 #clearance #scotland #clans #refugees #cullodenbattlefield #freedom  https://t.co/QJGfSsgRJP""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [1]. <|eot_id|>",1.53E+18,1.53E+18,pro-immigration,1,Check out Myra's poem!  She is amazing and powerful with her words; I’m so thankful that she taught me poetry.  🤩 #clearance #scotland #clans #refugees #cullodenbattlefield #freedom  https://t.co/QJGfSsgRJP,en,990,pro-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""I love immigrants. Legal, illegal - they  https://t.co/4lMj93TvCL""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [1]. <|eot_id|>",1.60E+18,1.60E+18,pro-immigration,1,"I love immigrants. Legal, illegal - they  https://t.co/4lMj93TvCL",en,751,pro-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@DrRosena Nothing to do with Labour’s policy of mass immigration from pakistan and India as well as the rest that float over from France? A social housing crisis is here because of that. I will remember that should I decide to bother voting at all. #NeverLabour""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [2]. <|eot_id|>",1.52E+18,1.52E+18,anti-immigration,2,@DrRosena Nothing to do with Labour’s policy of mass immigration from pakistan and India as well as the rest that float over from France? A social housing crisis is here because of that. I will remember that should I decide to bother voting at all. #NeverLabour,en,239,anti-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@Yoandy94 @TopCatSpeaks @happycrazytown @tedcruz I’ve been stating facts the entire time. Is that your definition of a liberal? Why would anyone be ashamed of supporting the truth & treating asylum seekers as human beings?""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [1]. <|eot_id|>",1.57E+18,1.57E+18,pro-immigration,1,@Yoandy94 @TopCatSpeaks @happycrazytown @tedcruz I’ve been stating facts the entire time. Is that your definition of a liberal? Why would anyone be ashamed of supporting the truth & treating asylum seekers as human beings?,en,452,pro-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Chaos @STN_Airport at the border control""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.53E+18,1.53E+18,unrelated,4,Chaos @STN_Airport at the border control,en,13,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""We need the Remain in Mexico  To be upheld today.   At the scotus  & it's not the #Hispanics. It's the drugs, sextrafficking, human trafficking...  that needs stopped we have 1000s or terrorists pouring over the border bust big enough fentanyl to kill 20 million  #RemainInMexico""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [2]. <|eot_id|>",1.54E+18,1.54E+18,anti-immigration,2,"We need the Remain in Mexico  To be upheld today.   At the scotus  & it's not the #Hispanics. It's the drugs, sextrafficking, human trafficking...  that needs stopped we have 1000s or terrorists pouring over the border bust big enough fentanyl to kill 20 million  #RemainInMexico",en,1193,anti-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""It’s going to freeze tonight! Refugees and homeless people are forced to sleep outside in #Brussels. Please, act now! 😢 https://t.co/XEVvVvfE9W""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [1]. <|eot_id|>",1.60E+18,1.60E+18,pro-immigration,1,"It’s going to freeze tonight! Refugees and homeless people are forced to sleep outside in #Brussels. Please, act now! 😢 https://t.co/XEVvVvfE9W",en,146,pro-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Re this #Migrant (#ILLEGALimmigrants) issue. A lot is being said about #war #persecution and #conflict. War in #Rumania, war in #Albania, war in #Westafrica. No these are #economic #migrants who pay vast sums of money to #organised #crime syndicates just to be in the UK.""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [2]. <|eot_id|>",1.59E+18,1.59E+18,anti-immigration,2,"Re this #Migrant (#ILLEGALimmigrants) issue. A lot is being said about #war #persecution and #conflict. War in #Rumania, war in #Albania, war in #Westafrica. No these are #economic #migrants who pay vast sums of money to #organised #crime syndicates just to be in the UK.",en,426,anti-immigration
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Wonderful to see such a great turnout at this organised party political rally with literally tens of radical-left activists coming out in protest against the Irish men, women and children most affected by extremist government immigration policies. #moveasidepaddy""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [2]. <|eot_id|>",1.60E+18,1.60E+18,anti-immigration,2,"Wonderful to see such a great turnout at this organised party political rally with literally tens of radical-left activists coming out in protest against the Irish men, women and children most affected by extremist government immigration policies. #moveasidepaddy",en,472,anti-immigration
