message_id,label,catCode,plaintext,lang,label_llama,tweet_lang
1.49E+18,unrelated,4,What points exactly?? That people who paid millions to migrate to America should start carrying placards and fighting ancient battles instead of working and bettering their lives.,en,neutral,en
1.49E+18,unrelated,4,@crazyleowilliam Mental arithmetic,en,unrelated,en
1.51E+18,neutral,3,Isn’t it all the paperwork and laws too? Like paperwork at immigration and officers there.,en,neutral,en
1.53E+18,pro-immigration,1,Looka I got nee problem with taking refugees fleeing war into the country but James Corden is a step too far how and letting Piers Morgan back in just opened the fucking floodgates,en,pro-immigration,en
1.60E+18,pro-immigration,1,"I love immigrants. Legal, illegal - they  https://t.co/H0smVgYiiI",en,pro-immigration,en
1.60E+18,unrelated,4,"Today's- #FridayMotivation One can go to Satlok via a True spiritual leader, or a complete saint or ""True guru""(SatGuru) who imparts the true Mantra. That True Guru is Spiritual Leader Saint Rampal Ji Maharaj. Take refuge in Him. #GodMorningFriday https://t.co/2b5DVt5SiY",en,unrelated,en
1.49E+18,pro-immigration,1,"@ibexsalad @MacMaghnusa1960 In spite of their anti-immigration stand? I mean, farmers need labor, no?",en,pro-immigration,en
1.59E+18,pro-immigration,1,"#Qatar2022 World Cup leaves migrant workers dead. FIFA stands to make billions of dollars, but its President Infantino refuses to compensate their families fairly. Sign & RT to demand #PayUpFIFA #MakeInfantinoPay https://t.co/tydHE07FVv",en,pro-immigration,en
1.53E+18,pro-immigration,1,@Douglazsz5 @SpheDludla So is your movement convinced that every crime is done by foreigners only?,en,anti-immigration,en
1.50E+18,pro-immigration,1,Together we can give them hope. Join us to support them.  #wildernessculture #refugeeswelcome #uganda🇺🇬 #Talents #opportunity #youthgoals #Livelihood #SelfReliance @ Wakati Foundation UG https://t.co/112exQ3zWQ,en,pro-immigration,en
1.50E+18,pro-immigration,1,"The glory of war? I don't care which side is right, I care that things like this are happening now!  Warning, extremely explicit content!  #WarCrimes #UkraineRussiaWar  #RefugeesWelcome",en,pro-immigration,en
1.55E+18,neutral,3,"Welcome @POTUS to 🇮🇱. The friendship between us runs deep - as nations built by immigrants,who stand for democracy&freedom.  Thank you for your commitment to our vital relationship. Your support for Israel's defense&advancing economic&diplomatic ties is profoundly appreciated🇺🇸 https://t.co/xtand91vG6",en,pro-immigration,en
1.53E+18,anti-immigration,2,"More than 2,600 Channel migrants have arrived in UK in May https://t.co/3IpUlB7RNM via @MailOnline Never ending. 🤬🇬🇧🌹🌈",en,anti-immigration,en
1.60E+18,unrelated,4,"See our latest Salisbury, NC job opening. https://t.co/OTpyCU1Y2v Resettlement Director (Refugee Services) Familyservicejobs",en,pro-immigration,en
1.59E+18,pro-immigration,1,I love the new legal immigrants they wan  https://t.co/CuFTD2HTpj,en,pro-immigration,en
1.54E+18,neutral,3,CBP arrested 50 migrants who are on terror watch list so far this year https://t.co/P5iC8pDo8C @MailOnline,en,neutral,en
1.54E+18,pro-immigration,1,"As an immigration attorney, its infuriating to see how differently my Afghan & Ukrainian clients are treated by our gov - especially when they’re borne out of 2 Biden-enhanced disasters - not sure if its the skin color or religion - I’d pray for @JoeBiden’s soul - but just can’t.",en,pro-immigration,en
1.48E+18,neutral,3,@DananTwit @billybinion @RyanGirdusky @PareenMhatre No? I don't think we should set immigration policy based on whether those affected share my political preferences.,en,neutral,en
1.57E+18,pro-immigration,1,Awesome! Help Manus/Nauru refugees be settled/supported in Canada ❤️‍🩹❤️ Ads Up Canada Refugee Network: Canadian charity mobilizing Aussies & Canadians 2 resettle refugees detained in Australia’s offshore processing system through private sponsorship.  https://t.co/KJmuoxEytS,en,pro-immigration,en
1.52E+18,pro-immigration,1,"I guess the direction of traffic down BJ street will vary, depending on popularity of travel; Road signs will be vague and can be ignored, eventually everything will come to a crashing stop which can be blamed on the Peruvian peso or immigrants or something...",en,pro-immigration,en
1.50E+18,anti-immigration,2,"Supposed to be a cease-fire, but shelling continues.  #CounttheHumanCost  #Refugees  #ENDINVASION  NYTimes https://t.co/yQL3zwY4U1",en,pro-immigration,en
1.53E+18,unrelated,4,"@JacobPeoplee @lauraqwriter They are *majorly* understaffed. My soon to be sister-in-law used to work for UC but now been shifted to Pensions as they're so understaffed in Pensions dept as well. Personally, I'm hoping those on legacy benefits will never be migrated over due to understaffing as plenty would",en,unrelated,en
1.58E+18,pro-immigration,1,"We are all human beings, immigrant or no https://t.co/iohwkfTkbu",en,pro-immigration,en
1.52E+18,anti-immigration,2,"@Ruthieal2 @happyazize @sejanusfx @MetehanOguz1071 Yet, they are the variables that define and go over how we should act towards the Paki immigrants",en,anti-immigration,en
1.50E+18,pro-immigration,1,@JustinTrudeau Please ask them to allow refugees in to the uk while you’re here. Wherever in the world they are from and fleeing from war,en,pro-immigration,en
1.60E+18,unrelated,4,@ServicomOffice my file was taken since 9. If @nigimmigration cant do simple first come first serve then ikoyi office is a holistic failure #fact people coming late and in my presence woth whotw file snappin and leaving ASAP,en,neutral,en
1.54E+18,pro-immigration,1,"@I_amMukhtar Funny how they could do it, relatively easily for Ukrainian refugees (all refugees are welcome as far as I’m concerned mind)",en,pro-immigration,en
1.56E+18,anti-immigration,2,"@DrinaSerb @Dardha93 @avucic Nigel said: ""We've learnt that of the 1,295 [migrants], that we know about, that crossed the Channel on Monday, 700 of them were Albanians. So we have learnt from what are actual official figures is huge difference, he is so against everything that has to do with Alb.",en,anti-immigration,en
1.52E+18,pro-immigration,1,"@RepSlotkin, Thanks for speaking up re: a "" Broken Immigration"" System.  Both sides are to blame for this crisis....Don't let VanDrew & his Republican Colleagues forget how horrific Trump's policies were when he separated families with no reunification plan, and THEY DIDN'T CARE",en,pro-immigration,en
1.52E+18,neutral,3,"@jillongovt @CommonsEU It’s good news for those who want the UK back in the EU, though, because the Brexit case is not evolving while at the same time very clearly not delivering the positive outcomes (other than low immigration).",en,neutral,en
1.59E+18,unrelated,4,The great times are those when you eat delicious food and enjoy it... We are here to serve you Best 👌  #EasyLikeSundayMorning #nicefood #deliciousfood #Sunday #fellowship #God #teatothotel #accommodation #hospitality https://t.co/ThpNNEoCC1,en,unrelated,en
1.53E+18,unrelated,4,The End Silence The Hidden Mental Health Challenges of AAPI women in NYC Press Conference on City Hall Steps @NYCImmigrants @SandraForNY1 @ArabAmericanNY @CMSandraUng @MiosotisMunoz1 @MetroPlusHealth @nycHealthy @NYCHealthSystem @LindaLeeforNYC @CMLindaLee @voteshekar 5/18/2022 https://t.co/aXVYgzpzgZ,en,unrelated,en
1.58E+18,pro-immigration,1,"The migrant relief center opens on Randall’s Island. The tent facility is finally ready for asylum seekers, about two weeks after construction began. #migrants @CBSNewYork https://t.co/s1ZUQJQpfQ",en,pro-immigration,en
1.52E+18,unrelated,4,@vinitgoenka @RadharamnDas @TVMohandasPai @HarbirSinghSuri @dharmvir_9 @Nimki_IND @p_p_rana @rawnksood @iHiteshPandit @RANAINDIANARA13 @kunal_meghani @avm_pranaysinha @alkaj44 @BHARATANALYSIE @harsFIT @DeepVedBjym @MemeByMak @chellam_sir_op @TheManeeshShow @manavjhpl @ClashWithXerex @iAnirudhRana @MANISHS95531355 @pujatiwariBJP @Rocky201196 @BikramN59150785 @Manimahesh361 @Indigen_Apsara @Udayspani1 @Rakesh_Indian1 @rakeshgoelbjp @IamGmishra @ankitakashyapp_ @TarotAngelWorld @The_Pinakee Plz Do Join  @vineet4v @vineet_24 @binidjar @veekayveekay2 @NareshReddyBJP @naiktanmay111 @sumukh_aimbig @mrvikaspandey @office_das @BharatVarshParv @parveenbangwal @Venkate01598618 @PramanickKeyur @vishal_bjp_141 @Chanakya_Bhakt,en,unrelated,en
1.59E+18,anti-immigration,2,"@daffodildayz @NicolaE33671741 They don't want you to know as it will hurt tourist attraction in killarney,  A 9 year old girl was killed in France by migrants and put into a suitcase , didn't make the news",en,anti-immigration,en
1.58E+18,neutral,3,The continuing high tfr of hindi belt and low tfr will increase migration to south India. We need to work out effec… https://t.co/02NqZYdjRR,en,neutral,en
1.51E+18,neutral,3,They’re trying so hard with these videos of Ukraine refugees being “accepted” by all these places lmao,en,neutral,en
1.55E+18,unrelated,4,This BATman guy is looking like 1 step away from owning an Arkham asylum cell and y'all still want to vote for him???,en,unrelated,en
1.54E+18,unrelated,4,@DavidHundeyin Nigerian Immigration Service (NIS).,en,unrelated,en
1.51E+18,neutral,3,"@GriffithsDean @AvaSantina Just going on evidence of something similar in Australia. If they're genuinely in danger and need refuge, why risk their lives to find a safe haven called UK when they're already in one? Apply in the first country then let international law do it's job and we take what we should.",en,pro-immigration,en
1.49E+18,neutral,3,#Immigration Thousands become New Zealand residents under new government scheme - New Zealand Herald https://t.co/Ajt7zuI8Vt SignUp HiPeople https://t.co/dLzIVHM7ji,en,pro-immigration,en
1.55E+18,unrelated,4,"@GOPChairwoman Experts tell us... Is that like ""everybody is saying""? Things are looking up on the economy. Gas prices are down for the fourth week in a row. A bipartisan gun bill was signed into law because the GOP is underwater on all fronts. So yeah... It's time to break out the immigrants.",en,pro-immigration,en
1.52E+18,pro-immigration,1,"I love immigrants. Legal, illegal - they https://t.co/wDsoFeUjg0",en,pro-immigration,en
1.52E+18,unrelated,4,"@taslimanasreen Well, you have been in an asylum and happily living in a Hindu majority country. Then why don't you answer the last leg of your own post? Why did you leave Bangladesh and have you been ever threatened by low-middle-high caste Hindus? We are hearing...",en,unrelated,en
1.57E+18,unrelated,4,@BattaKashmiri Absolute 100% Truth n Fact..no 2 thoughts...Hindus have to take a stand and also have to express to all to inspire many around to Conserve Bharat Originality..JaiSriRam,en,unrelated,en
1.56E+18,pro-immigration,1,"@IrlagainstFash Cant wait for his sob story to come out , prob blame a refugee for robbing him! Asked my buddy did she see him anywhere around & she didn’t & bern keeping an eye out alright! https://t.co/k3KGTcRiSd",en,pro-immigration,en
1.55E+18,unrelated,4,@Trennarz so...you want to have a communicatian with foreigners?,en,unrelated,en
1.58E+18,pro-immigration,1,@UNGeneva Thanks🙏 Dear we are a Refugee asylum seeker family here Afghanistan.We've been here for over(7)years with #Afghanistan Kabul UNHCR https://t.co/xDw8E9EpFO family life #threats #traumatized.Please🤲pray and help my👨‍👩‍👦‍👦 family safe lives protection.Thanks🙏#help https://t.co/Iu6ncKh4yR,en,pro-immigration,en
1.57E+18,pro-immigration,1,2. GIVEN RIGHTS!! LOOK HOW THEY ARE TREATING HELPLESS IMMIGRANTS SEEKING HELP FROM OTHER ABUSIVE GOVERNMENTS!! TELL ME WHAT ABOUT THAT IS GOD LIKE!! REPUBLICANS ARE SPIRITUALLY AND MENTALLY DERANGED IF THEY THINK THEY ARE CHRISTIANS!! OR EVIL TO THE CORE TRYING TO DECEIVE OTHERS!,en,pro-immigration,en
1.52E+18,neutral,3,"Councils identify 89 State-owned buildings to immediately house over 5,000 Ukrainian refugees https://t.co/MhsZzRYH1O",en,neutral,en
1.59E+18,unrelated,4,"Eagles fly, turkeys stay.  @elonmusk is finding this out the hard way. #RIPTwitter #TwitterDown #TwitterMigration",en,unrelated,en
1.48E+18,neutral,3,@StephenPunwasi Immigration been happening large for 40yrs now eh? Altho yyz massively benefited from Quebec’s own-goal via independence.  Now nobody stays in PQ.  Nobody stays in yvr.,en,neutral,en
1.52E+18,unrelated,4,"My mom-mom, Delinda ""Linda"" Campbell (Lewis) born 1933 in Vance County, NC lived there until 1954 before migrating north to Philadelphia. Life wasn't easy in those days. Mom-mom walked about 5 miles to get to church, she enjoyed summer revivals where there was always roast pork!",en,unrelated,en
1.60E+18,pro-immigration,1,"@ShonaMurray_ Ok thanks I can understand people being upset with the the way refugees are being treated in Ireland ☘️ But the Irish People you ""Voted"" into Gov are inviting these people into our Country! Why isn't their Protests at Gov buildings! We need ORDER! Before a disaster happens!",en,anti-immigration,en
1.59E+18,unrelated,4,Great night at @theasylumcc 25th Anniversary party at the @santamonicapier 🎡🎢  Good Friends and Good Times! @geoffmeed @nicklyondirector @iambailing #glenndanzig @ericstjohnofficial  #actor #actorslife #leadingman  #redcarpet #video #entertainment  #hollywood #ericstjohn https://t.co/AqeZkra1by,en,unrelated,en
1.54E+18,unrelated,4,"@davidmbwana @Palnarnia @AdinHaykin1 No, the British actually favored the Arabs in the region figuring it would be better in the long run to support the Arabs over the Jews! It’s why there were attacks against the British by Jews prior to 1948. British also limited the amount of jews who could immigrate to the area",en,pro-immigration,en
1.49E+18,unrelated,4,You know my love?...  you are the reason why my heart feels alive and the most beautiful thing that life had to make me so happy... I LOVE YOU!!! 이민호...사랑해❤❤ @ActorLeeMinHo https://t.co/pDJUgVz607,en,unrelated,en
1.57E+18,unrelated,4,@trussliz @Telegraph Immigration? #operationjockstrap,en,anti-immigration,en
1.49E+18,unrelated,4,Today #IJUSTNEEDEDCASH educated #Afghan #refugees in #UK 🇬🇧  on dangers of illegal money lending #loansharks #feedback @LoanSharkNews @Aida_S_Haughton @BenjoBD @SNS_CAB @_alicecharity @Aspire_Housing @SusanEMoffat @NewVicTheatre  @UNmigration @IOMatUN https://t.co/Fe9HF5pZrD,en,pro-immigration,en
1.50E+18,unrelated,4,@BrendanB_ Lmaoo shits crazy I was the only foreigner,en,unrelated,en
1.56E+18,unrelated,4,"@pooball @Craylands76 @jemmaforte As a father of 7, whose children range from 23 to 4. I can see the drop off in education received, to the education currently given. My younger 3, off tangent.  Their school can barely afford to plate their school lunches. If I could emigrate tomorrow, I would!!!",en,unrelated,en
1.57E+18,anti-immigration,2,@DemocraticWins @BidensWins Gumball immigration https://t.co/2pBAB41Hey  We have a viable immigration system already in place in this country we immigrate over a million people a year. I don't think Jojo the clown knows that but there are rules to it there's no rules to what's going on on the border now,en,anti-immigration,en
1.50E+18,unrelated,4,"#राम_नाम_की_होली The real Holi is the day on which we get the refuge of Jagatguru Tatvdarshi Saint Rampal Ji Maharaj Ji, who shows the real path of devotion to attain the Supreme God.  Read Book - ""Gyan Ganga""  Sant Rampal Ji Maharaj https://t.co/xCUEFThIPT",en,unrelated,en
1.57E+18,pro-immigration,1,I love the new legal immigrants they wan https://t.co/HM1VAauIks,en,pro-immigration,en
1.49E+18,anti-immigration,2,"@MTLancashire @andersleijersta Seeing your an immigrant to Wales like it or lump it, your free to leave.",en,anti-immigration,en
1.54E+18,unrelated,4,FREE DIGITAL PUBLICATION: https://t.co/4Z7E3mXKMk Follow us @Concordtimes for: # BreakingNews || #Views || #Sports || #PoliticsToday || #Entertainment || #ClimateChange || #Environment || #Wildlife || #Migration || #HistoricalFacts || #ExclusiveInterview || #andMore,en,unrelated,en
1.60E+18,pro-immigration,1,I love the new legal immigrants they wan  https://t.co/DZtjyAkhSD,en,pro-immigration,en
1.53E+18,unrelated,4,"I think back, when I was a child,n I use to cry 2u saying the sausage aka pork u was feeding me was giving me migrate headache, yet u still fed it to me, then when 2 of my friends drawn going crabing, u didn't whip me,cause I was breaking God law.",en,unrelated,en
1.58E+18,pro-immigration,1,@richardbranson a game of chess with a refugee kid in a refugee camp!!,en,pro-immigration,en
1.54E+18,unrelated,4,"[It is but] a small enjoyment; then their [final] refuge is Hell, and wretched is the resting place.",en,unrelated,en
1.59E+18,pro-immigration,1,"I love immigrants. Legal, illegal - they  https://t.co/4FzccQpkPq",en,pro-immigration,en
1.53E+18,neutral,3,@NatImmForum Most Americans don’t want to have to support these immigrants. Polls show 90% of Americans want immigrants that will benefit America.,en,neutral,en
1.52E+18,anti-immigration,2,@pepsi_nala @ClasycMan @EFFSouthAfrica If these voters’ ID are fraudulently acquired and EFF wins national elections through these IDs then EFF should be charged with treason. EFF has lost the plot and using extremely desperate immigrants as voting cattle is unfortunate. Wish 4 borderless Country explains itself!!,en,anti-immigration,en
1.50E+18,unrelated,4,"I will say of the Lord, “He is my refuge and my fortress, my God, in whom I trust.” Psalms 91:2",en,unrelated,en
1.51E+18,unrelated,4,@chrismi82818709 @lesiavasylenko Actually 100% legal.,en,unrelated,en
1.49E+18,unrelated,4,"@iamcademusic @kfedfan @_GhxstAsylum @ChrisTheCsFan @sontwistedmusic @joshtonpeas Keep going G, find you some original beats tho",en,unrelated,en
1.56E+18,unrelated,4,. #GodMorningMonday Today Sant Rampal Ji Maharaj has descended on earth as the incarnation of the Supreme Almighty to bless emancipation upon us souls. We request the readers to take refuge in @SaintRampalJiM & make your this very birth the last one in this mortal world. https://t.co/jfJFdDyK3V,en,unrelated,en
1.57E+18,neutral,3,@tedcruz Since you question the legality of asylum claimants I question yours.,en,neutral,en
1.49E+18,anti-immigration,2,@william_miko @FoxNews What is he collecting every f****** immigrant from the country to bring here to the USA. 😤,en,anti-immigration,en
1.54E+18,neutral,3,"There are many other reasons why this is +for the region.  For now, let us acknowledge that this 2022 Summit of the Americas has marked the beginning, not the end, of discussions &commitments to improve regional migration governance 🔹@OAS_official stands ready to support  5/5 https://t.co/gKOd9HeCOL",en,neutral,en
1.57E+18,pro-immigration,1,"I fought & got $1.1 mil in ARPA, but not enough.  @ifsiusa has been moving mountains on a small budget, trying to meet the needs of each migrant arriving at its door. We’re working w/ Admin, @AyannaPressley @SenWarren @SenMarkey & others for issue to get attention & resources.",en,pro-immigration,en
1.53E+18,pro-immigration,1,"@IbrahimMaliyam @Advaidism Sir, with due respect, with BROWN skin, I and my coming generations will always be known as immigrants despite marrying white women.  Everywhere we have a term for us i.e. ""Indian Asian"" be it 3rd gen in UK or 10th. If you look from that perspective, same is true for Mughals.",en,pro-immigration,en
1.53E+18,neutral,3,The reduction of these scores would aid the Migration of professionals from Asian & African countries to the UK But i am yet to see Indians tweeting their own 'Public Opinion' & use 'Half Baked' in the same sentence. These Humans would sell us short if you don't knock 'em Hard.,en,neutral,en
1.49E+18,neutral,3,#Florida @GovRonDeSantis says they’re setting aside money in the legislature to resettle illegal migrants sent to #Florida to #California and #Delaware,en,neutral,en
1.57E+18,unrelated,4,"@HomeAffairsSA in Durban commercial street has to be the most useless home affairs, yall are busy hunting foreigners down whilst service delivery is nonexistent.",en,neutral,en
1.61E+18,anti-immigration,2,"@lilmocha_ @HerbalReaper @HateradeBaller @FarbacherS @theScience76 @FettermanRacist @BetteMidler Because asylum seekers use legal means. Illegal immigration of criminals, drug and sex traffickers is an invasion that should not have been allowed. Don’t you understand that women and children are being raped, beaten and murdered on this new Trail of Tears??",en,anti-immigration,en
1.54E+18,neutral,3,I’d love to see the look on Charles’s face | Johnson to stress ‘obvious merits’ of asylum policy to Prince Charles when pair met in Rwanda - ITV News https://t.co/LUR8Hbgiq6,en,neutral,en
1.58E+18,neutral,3,I wonder if the LEGAL Venezuelan asylum seekers in Martha’s Vineyard are sending thoughts and prayers to  @RonDeSantisFL ahead  of this sh*t-show of a storm in FL 🤔,en,neutral,en
1.57E+18,unrelated,4,@benogeh @EndPlasticsNow The United States of America are leading the way in this environmental disaster also in drug and human trafficking. None of the politicians are telling the truth about the downfall of our country!,en,unrelated,en
1.56E+18,neutral,3,"@Topofthehops1 @PlebToppings @smol_eefa I’m confused with your statement because London isn’t all of Europe. Are you stating these immigrants are migrating to all parts of Europe or only the western woke parts? From my understanding, this issue isn’t occurring in the Eastern Europe countries?",en,neutral,en
1.60E+18,anti-immigration,2,@JCWI_UK @ShareefaEnergy @zedhas3 @BBCNews Swnding people to Rwanda was a good way to deter people from coming over here and until such a system is in place the migration to the UK will never end.,en,anti-immigration,en
1.50E+18,pro-immigration,1,"Refugees in Tunisia must be saved Children, women and the sick must be saved https://t.co/0TE4UiK3OM",en,pro-immigration,en
1.57E+18,unrelated,4,@HowittFlynn @LazyLionsNFT Definitely @menjisworld https://t.co/d86HjDYwwn,en,unrelated,en
1.57E+18,unrelated,4,"Take it from me, I travel a lot and this is by far the worst airport experience I have EVER had &, if anyone knows, you make immigration as Dulles (IAD) seem bloody fast. Take note folks, if you have a flight booked from BHX, go early. Very early.",en,unrelated,en
1.57E+18,neutral,3,State legislatures see record number of first-generation immigrants via @SophiaCai99 https://t.co/e0XFzpgRFz,en,neutral,en
1.52E+18,pro-immigration,1,"Good cause, but... - Drinking a Donate To Ukrainian Refugees By Drinking This Beer. by @hiwirebrewing @ Hi-Wire Brewing Biltmore Village Production Facility & Taproom  — https://t.co/ecpxAa2Mtd",en,pro-immigration,en
1.58E+18,anti-immigration,2,"@Love4Tories @George__Koch @ryan_murton @darrengrimes_ Of course...everyone is brainwashed by the media to vote Tory...nothing to do with thinking a small state, low tax, frugal spending & controls on migration are good ideas...mind you, struggle to find a Tory MP who agrees with those in 2022, thats the problem. Nice riff though btw https://t.co/lqodORfAdz",en,neutral,en
1.51E+18,pro-immigration,1,"@V4Families @JustinTrudeau Family reunification is one of the pillars of Canada's immigration system. Since the end of the Second World War, Canada has sought to welcome immigrants to strengthen its economy, bring families together, and on humanitarian and compassionate grounds. FALSE CLAIMS.",en,pro-immigration,en
1.59E+18,neutral,3,@Gerashchenko_en @TheRiverWanders Slava Ukraine! I especially feel like I can say this with pride because my grandfather immigrated here from Ukraine! (My other grandparents came from Lithuania and Poland so my whole family came from the region!),en,pro-immigration,en
1.59E+18,anti-immigration,2,@DonaldJTrumpJr No actually nobody said that at all because under any president in history of this country nobody has been able to enforce immigration how it should be done because they're all incompetent in that area it's a very easy way to do it but you people haven't learned yet,en,pro-immigration,en
1.57E+18,anti-immigration,2,@PeterTielens @simoncosgrove They laughing at you dear boy and wondering why you and other idiots of a similar ilk prefer being governed by unelected foreigners in a cabal of 27 When there’s a further 180 to influence and trade with,en,neutral,en
1.54E+18,pro-immigration,1,I still find this absolutely sickening to see those sent to Rwanda who have successful asylum applications will remain in Rwanda with no option to return to the UK.  https://t.co/v8thWpWyB4,en,pro-immigration,en
1.54E+18,pro-immigration,1,"This week we are celebrating #RefugeeWeek (19 – 25 June)!   During this time, we recognise refugees & create a culture of welcoming throughout our country, and celebrate the rich diversity they bring to Australia.  #HumanServicesSA #MakingADifference #RefugeeWeekAU https://t.co/ysPX3okDBX",en,pro-immigration,en
1.57E+18,pro-immigration,1,"Human trafficking! DeSantis and Abbott lied to these migrants about where they were going, what would be waiting for them jobs and homes) etc. DeSantis had to go  to Texas to get immigrants! Sadistic, cruel, inhumane and CRIMINAL! Conspiracy between two unfit Governors!",en,pro-immigration,en
1.54E+18,unrelated,4,"@LowRes_Refugee @tpo122 @HiatusxHiatusss @Noodledori No it's not.  There are plenty of shows that manage a full run straight-faced, where fanservice would be EXTREMELY out of place.",en,unrelated,en
1.59E+18,unrelated,4,my nipple piercings are migrating out of my body after 6 years so i have to take them out and have them redone deeper 🫠,en,unrelated,en
1.53E+18,unrelated,4,"That’s b/c conditions have been chronic and dangerous for all. Police reported gun trafficking, human trafficking, assaults, murder, harassment and people desperate for help w/ mental health + addiction. Employees + unions spoke up.  Status quo had to change.   They were right https://t.co/5mtNI7lh3n",en,unrelated,en
1.50E+18,pro-immigration,1,Preparing for #RefugeesWelcome #berndsmitte St. Adalbert @HerzJesuPrenzlB #StandWithUkraine https://t.co/Q3WyVOwhuJ,en,pro-immigration,en
1.60E+18,unrelated,4,"To the former child migrants, . https://t.co/UK5PMgi5Rk",en,unrelated,en
1.53E+18,pro-immigration,1,"@McFaul @catlove71040608 Me? Not immigrant, neither was my mother& Dad. If you say, “Did anyone in your lineage come from another continent?” Answer? Yes. We are all immigrants. Natives closest to origin citizens, but stole their land. My Dad?1/4%native. Father?100% Danish. Mom? Austrian/Irish,Eng,Welsh.",en,pro-immigration,en
1.53E+18,neutral,3,@_ClaireConnelly It’s called being ✨stateless✨ because she was a ✨refugee✨,en,pro-immigration,en
1.54E+18,unrelated,4,"@Luqaido I didn't hated them, there were just way too many of them and less actual boss battles even the series was known to have unique boys fights and expected more from scarecrow given how he was amazing in Arkham Asylum",en,unrelated,en
1.59E+18,pro-immigration,1,"@n0n0tagain @HelenAshby72 @BritishGas With respect, it isn't a choice between family welfare and hosting Ukrainian refugees. If you have the spare room, as we do, & a Ukrainian staying, as we do, there is no enforced reduction in compassion or care - even as the temperature falls.",en,pro-immigration,en
1.59E+18,neutral,3,"""Hong Kong immigration to #Vancouver reversing years of decline"" as told by @BernUnitHK  #vanpoli #bcpoli #cdnpoli https://t.co/NkxRyNRxn9 via @scmpnews",en,neutral,en
1.57E+18,pro-immigration,1,"@tedcruz At Joint Base Cape Cod, immigrants will be given access to health care, legal services and crisis counseling.  They will stay in dorm style rooms and families will not be separated.",en,pro-immigration,en
1.48E+18,unrelated,4,Someone confirm quickly are they foreigners?,en,unrelated,en
1.57E+18,anti-immigration,2,"$12,300 for each legal Venezuelan refugee from Texas.  How was this legal?  How did this help Florida?  DeSantis is a crazy, power hungry fool.",en,anti-immigration,en
1.56E+18,unrelated,4,"My first Sebald goes way back to freshman year of college, when I took The Novel Since World War II and was assigned The Emigrants—a strange book to a green 19 year old. I picked him back up in 2018 with The Rings of Saturn, and that was that! One of my absolute favorites now",en,unrelated,en
1.51E+18,anti-immigration,2,"@reece_dinsdale I’m not saying all the immigrants are bad , some are decent people it’s just the ones who cause trouble and claim our benefit money that annoys me.",en,anti-immigration,en
1.55E+18,anti-immigration,2,@Goddard2066 Google British First this week’s letter will inform you all about immigrants legal and otherwise 😢😩🤬😞,en,anti-immigration,en
1.53E+18,pro-immigration,1,World Refugee Day Invitation here.,en,pro-immigration,en
1.53E+18,pro-immigration,1,"@Backpainandwine Such money can be used to support the war refugees, help the poor kid's and dogs in the street",en,pro-immigration,en
1.55E+18,unrelated,4,@CrazyLexxiCool Yup. Exactly that,en,unrelated,en
1.60E+18,anti-immigration,2,2/2  Integral to weeding out illegal migrants.The departments where these documents are prepared need to be monitored to identify 'moles'and prevent any such misuse of the system.,en,anti-immigration,en
1.50E+18,anti-immigration,2,"@DavidPoulden @mizog366 Quite true, mass immigration started with the 1945 Labour government. When people complained the next Labour government introduced the 1965 Race Relations Act. The Tories took us into the EEC. Both main parties have undermined the people of this country.",en,neutral,en
1.49E+18,pro-immigration,1,"@otrosnosotros Could I change that slightly- we allow for rent schemes to offer lower standard apartments to households simply because they are LOWER ppl in our eyes -labour migrants, working class irish, settled Travellers, single parents, disabled, this BTR housing policy is *discrimination*",en,pro-immigration,en
1.58E+18,pro-immigration,1,@KEdge23 @Anna_Soubry The won Brexit on the fear of immigration! When really it’s  Johnson and his crew we should fear! Changing laws to suit them! It’s utter chaos in government. Arguing amongst themselves instead of running the country,en,pro-immigration,en
1.51E+18,anti-immigration,2,"International relations my ass! is turning our townships ,villages and rural homesteads into refugee camps a diplomatic endgame? Turning our towns into slums, crime fested,with foreigners is diplomatic? I love myself and my country,cant have lawlessness  in the name of relations!",en,anti-immigration,en
1.55E+18,pro-immigration,1,"Second is #BeyondTheBlue, a mid-length #film following a former Syrian refugee/swimming champ as he deals with past traumas while building a life in the UK. I play the boss, Dave, a kind of hardass but with light and shade. Strong performances and filmmaking.",en,pro-immigration,en
1.52E+18,unrelated,4,I IS UNLAWFUL FOR AMERICAN COMPANIES TO BE RUNNING HUMAN TRAFFICKING RINGS IN THE UKRAINE I AM STRICTLY AGAINST AMERICAN SLAVERY IN THE UKRAINE AND WILL NOT PERMIT ANYONE TO ENGAGE IN SLAVERY BASED OFF THE FACT THAT IT IS UNNECESSARY LAZY AND GREEDY. ESPECIALLY FOR AMERICANS.,en,unrelated,en
1.53E+18,neutral,3,Govt urged for transparency on NZ immigration settings - 1News https://t.co/c2eHsQUGUy https://t.co/WRVZmRCdM5,en,neutral,en
1.60E+18,pro-immigration,1,@IOMAsiaPacific @IOMThailand @IOM_IBM_HQ @APSCA_Updates Thanks🙏 Dear we are a vulnerable Refugees asylum seeker family. We've been here for over(7)years with #AfghanistanUNHCR https://t.co/xDw8E9VsHO family facing life #threats #traumatized.May face urgent #risks please 🤲🏿 my👨‍👩‍👦‍👦 family safe lives protection. #help https://t.co/oKq2C7OLn3,en,pro-immigration,en
